relative_path,status,expected_sha256,actual_sha256,expected_bytes,actual_bytes
channel group sparisy/flood/src/main/scala/Machine/OutRouter.scala,pass,f5ba6dc69c23c3a5352a1cb405421464677d59d72f1004fc9ebc60f68130bd7a,f5ba6dc69c23c3a5352a1cb405421464677d59d72f1004fc9ebc60f68130bd7a,11606,11606
channel group sparisy/flood/src/main/scala/Machine/OutRouterPlane.scala,pass,362defd39d06b5ab508e825ed0fa9a2902a4e794473e014826efa2c427228e28,362defd39d06b5ab508e825ed0fa9a2902a4e794473e014826efa2c427228e28,22487,22487
channel group sparisy/flood/src/main/scala/Machine/OutRouterPlanePost.scala,pass,6139e3712f644486b07131b45807501d39682d8641ada134ccfda1438f7d162c,6139e3712f644486b07131b45807501d39682d8641ada134ccfda1438f7d162c,49204,49204
channel group sparisy/flood/src/main/scala/core/CIMcore.scala,pass,a602cb9c3e4629ec6602c99c37cbe3e310bac56378dcd2e39e5577981d27a0b5,a602cb9c3e4629ec6602c99c37cbe3e310bac56378dcd2e39e5577981d27a0b5,32757,32757
channel group sparisy/flood/src/main/scala/core/Config.scala,pass,d30f52789685a865c8d11c31f9d3182e72a3467227de3880be0445ffbfc20215,d30f52789685a865c8d11c31f9d3182e72a3467227de3880be0445ffbfc20215,10125,10125
channel group sparisy/flood/src/main/scala/core/Tile.scala,pass,0a35dff5d9c308c961e5accac28e49a7f15cf837783ccf09fde6adc4b9f8cc4b,0a35dff5d9c308c961e5accac28e49a7f15cf837783ccf09fde6adc4b9f8cc4b,30484,30484
channel group sparisy/flood/src/main/scala/core/postConfig.scala,pass,68a276208016d41d7a08b0b624d2066889c2126db1cbf4fb50c5af908bbdb3ac,68a276208016d41d7a08b0b624d2066889c2126db1cbf4fb50c5af908bbdb3ac,14759,14759
mactree/flood/src/main/scala/core/CIMcore.scala,pass,35e0d83e9553d24de81ac5c58a559da1b9ea5b3a95c0aabbc8510cfe0f2bf499,35e0d83e9553d24de81ac5c58a559da1b9ea5b3a95c0aabbc8510cfe0f2bf499,45155,45155
mactree/flood/src/main/scala/core/Config.scala,pass,356e5a07e894c6c3ae27b5220a6ab5c4ff18e27b93e3ab7dd10ec4ad3b6f9b93,356e5a07e894c6c3ae27b5220a6ab5c4ff18e27b93e3ab7dd10ec4ad3b6f9b93,10315,10315
mactree/flood/src/main/scala/core/Tile.scala,pass,e5a05d9b4f68f05d39cd524b8f82d8d475f61a1275e7d08573484158717a608f,e5a05d9b4f68f05d39cd524b8f82d8d475f61a1275e7d08573484158717a608f,29899,29899
mactree/flood/src/main/scala/core/postConfig.scala,pass,68a276208016d41d7a08b0b624d2066889c2126db1cbf4fb50c5af908bbdb3ac,68a276208016d41d7a08b0b624d2066889c2126db1cbf4fb50c5af908bbdb3ac,14759,14759
outlier/flood/src/main/scala/Machine/FSM.scala,pass,0e5a7ebb725e7484ca30ae74a170d541e26a58b5780b814b9968db91132c0e6e,0e5a7ebb725e7484ca30ae74a170d541e26a58b5780b814b9968db91132c0e6e,18809,18809
outlier/flood/src/main/scala/Machine/FSMDualMode.scala,pass,7e69a7cf46f50f9220d5a7af880608e8054c8a13b016b28b0aad9786b3237f4c,7e69a7cf46f50f9220d5a7af880608e8054c8a13b016b28b0aad9786b3237f4c,25019,25019
outlier/flood/src/main/scala/Machine/MacMachine.scala,pass,4e0ee1dedfcbafa4f73016720badcc85c3fc80c5ea5171ed519f03bbeadb012c,4e0ee1dedfcbafa4f73016720badcc85c3fc80c5ea5171ed519f03bbeadb012c,8878,8878
outlier/flood/src/main/scala/Machine/MacMachineWrapper.scala,pass,23a0e188ceebcd1e46400b0f83c343241a7a0256b01fac380a76875845f6c178,23a0e188ceebcd1e46400b0f83c343241a7a0256b01fac380a76875845f6c178,9171,9171
outlier/flood/src/main/scala/Machine/MultipleDetector.scala,pass,05622a4895c82d4c96f28d1af207ebb6314f34f809d6233dd172f7a4fc1b1b20,05622a4895c82d4c96f28d1af207ebb6314f34f809d6233dd172f7a4fc1b1b20,2601,2601
outlier/flood/src/main/scala/Machine/OutRouter.scala,pass,f5ba6dc69c23c3a5352a1cb405421464677d59d72f1004fc9ebc60f68130bd7a,f5ba6dc69c23c3a5352a1cb405421464677d59d72f1004fc9ebc60f68130bd7a,11606,11606
outlier/flood/src/main/scala/Machine/OutRouterPlane.scala,pass,362defd39d06b5ab508e825ed0fa9a2902a4e794473e014826efa2c427228e28,362defd39d06b5ab508e825ed0fa9a2902a4e794473e014826efa2c427228e28,22487,22487
outlier/flood/src/main/scala/Machine/OutRouterPlanePost.scala,pass,6139e3712f644486b07131b45807501d39682d8641ada134ccfda1438f7d162c,6139e3712f644486b07131b45807501d39682d8641ada134ccfda1438f7d162c,49204,49204
outlier/flood/src/main/scala/core/Arbiter32.scala,pass,f6b988ed17058e2c571f5f71ed99b84edd82c0929e2805019bfaa35f1978227b,f6b988ed17058e2c571f5f71ed99b84edd82c0929e2805019bfaa35f1978227b,487,487
outlier/flood/src/main/scala/core/AsyncAccumulator.scala,pass,138dc1ddb34879b4d48cbe4779658f433a6194b260442bdf0bb2de726728db00,138dc1ddb34879b4d48cbe4779658f433a6194b260442bdf0bb2de726728db00,639,639
outlier/flood/src/main/scala/core/AsyncOutlierProcessor.scala,pass,abaa8dfdb0b5b5f5a90f37e5a019adb7cd0c9401419a2d6b52002517cf63de99,abaa8dfdb0b5b5f5a90f37e5a019adb7cd0c9401419a2d6b52002517cf63de99,1593,1593
outlier/flood/src/main/scala/core/CIMcore.scala,pass,cd698159c1ae558b45dadb56563de6fc5df4f649fd9a3b65f24cbfe0ab1fe133,cd698159c1ae558b45dadb56563de6fc5df4f649fd9a3b65f24cbfe0ab1fe133,34165,34165
outlier/flood/src/main/scala/core/Config.scala,pass,d30f52789685a865c8d11c31f9d3182e72a3467227de3880be0445ffbfc20215,d30f52789685a865c8d11c31f9d3182e72a3467227de3880be0445ffbfc20215,10125,10125
outlier/flood/src/main/scala/core/OutlierEngine.scala,pass,9e3202a5d3c1d8698a9a6ddbc886abc2afd73764b2904131a0950e0b466f537a,9e3202a5d3c1d8698a9a6ddbc886abc2afd73764b2904131a0950e0b466f537a,444,444
outlier/flood/src/main/scala/core/OutlierMux.scala,pass,bf0cc514869f7aa2106c4bc86f132fa04b0732f9a1ebc320adc416a53caf1570,bf0cc514869f7aa2106c4bc86f132fa04b0732f9a1ebc320adc416a53caf1570,486,486
outlier/flood/src/main/scala/core/Tile.scala,pass,e5a05d9b4f68f05d39cd524b8f82d8d475f61a1275e7d08573484158717a608f,e5a05d9b4f68f05d39cd524b8f82d8d475f61a1275e7d08573484158717a608f,29899,29899
outlier/flood/src/main/scala/core/postConfig.scala,pass,68a276208016d41d7a08b0b624d2066889c2126db1cbf4fb50c5af908bbdb3ac,68a276208016d41d7a08b0b624d2066889c2126db1cbf4fb50c5af908bbdb3ac,14759,14759
outlier/flood/src/python/actual_joint_results.csv,pass,9988d78283691b08090276f193ca3ae76cd90b69e4220a1cb6b6683fb426cd9e,9988d78283691b08090276f193ca3ae76cd90b69e4220a1cb6b6683fb426cd9e,26,26
outlier/flood/src/python/actual_output_results.csv,pass,946d3e3728e31706483079bbf79ac5424eeed0926ed1c84ef1994fc5fb7938ea,946d3e3728e31706483079bbf79ac5424eeed0926ed1c84ef1994fc5fb7938ea,438,438
outlier/flood/src/python/actual_output_results_r0_c0.csv,pass,6e38f9edb18ec88e44a09025f10b8250a6b029ea58d1546440bc2213db490248,6e38f9edb18ec88e44a09025f10b8250a6b029ea58d1546440bc2213db490248,100,100
outlier/flood/src/python/actual_output_results_r0_c1.csv,pass,87558324efa1da8b4cdb0e6a95d72ffd51bf78d60e52c71f8837506246f28b0c,87558324efa1da8b4cdb0e6a95d72ffd51bf78d60e52c71f8837506246f28b0c,155,155
outlier/flood/src/python/actual_output_results_r1_c0.csv,pass,d8d1235b44407aebada81ad58a2e2b98e9eba406612b4013240dcff63d09e724,d8d1235b44407aebada81ad58a2e2b98e9eba406612b4013240dcff63d09e724,159,159
outlier/flood/src/python/actual_output_results_r1_c1.csv,pass,c34ca021f6aa7517a14b4696ac8e8abc8f5ca3c32158bbb5359bbdc584310400,c34ca021f6aa7517a14b4696ac8e8abc8f5ca3c32158bbb5359bbdc584310400,159,159
outlier/flood/src/python/actual_results.csv,pass,4192ebe73aa055022da21ae6f12c077aa5a7d3555dc45bc278c7e38e928dd9f7,4192ebe73aa055022da21ae6f12c077aa5a7d3555dc45bc278c7e38e928dd9f7,729,729
outlier/flood/src/python/conv3d_full.py,pass,d450ef52e995b760771899d42b2d8511d102d3a64a77d6a08c437b51a6d3b1e0,d450ef52e995b760771899d42b2d8511d102d3a64a77d6a08c437b51a6d3b1e0,20374,20374
outlier/flood/src/python/conv3d_hardware_maxpool.py,pass,0df4347589e467ee0c52d3bc4a1a284ac082acee9ab7dd1bfa5ab2b13123b584,0df4347589e467ee0c52d3bc4a1a284ac082acee9ab7dd1bfa5ab2b13123b584,10339,10339
outlier/flood/src/python/debug_maxpool.py,pass,6f4ec2f4abfc66658a3e082ef362f4453aea2f84f4a42b1cf62ad6bb6be0e3ae,6f4ec2f4abfc66658a3e082ef362f4453aea2f84f4a42b1cf62ad6bb6be0e3ae,2858,2858
outlier/flood/src/python/expected_results.csv,pass,aa4d2b09cb27254f3cbadc7f34f5a7fcaba24270b4206fa784343e6a77242754,aa4d2b09cb27254f3cbadc7f34f5a7fcaba24270b4206fa784343e6a77242754,14359,14359
outlier/flood/src/python/features.csv,pass,9253f407c6ab24e1e306836547a0d8a39548ec6364c79511f6ca2c7d037ee8f5,9253f407c6ab24e1e306836547a0d8a39548ec6364c79511f6ca2c7d037ee8f5,302994,302994
outlier/flood/src/python/generate_test_data.py,pass,5d44a9733241a11df4d5e3424747c4e02fb2cd9b3f5ba48455bbfacde40d1a37,5d44a9733241a11df4d5e3424747c4e02fb2cd9b3f5ba48455bbfacde40d1a37,17583,17583
outlier/flood/src/python/maxpool_results.csv,pass,b8fb50caa76442b82455b294164597430a4af065880e855ed0c4b8353e0059dd,b8fb50caa76442b82455b294164597430a4af065880e855ed0c4b8353e0059dd,159,159
outlier/flood/src/python/test_maxpool.py,pass,1eb06588c76823435fe5051b4449f8caeb8afb6df7015971ae89f2c9a44f77a3,1eb06588c76823435fe5051b4449f8caeb8afb6df7015971ae89f2c9a44f77a3,2051,2051
outlier/flood/src/python/weights.csv,pass,42364f26b65277cb1b2a523ccbdc54906909977597bef895cd1c806817baa42b,42364f26b65277cb1b2a523ccbdc54906909977597bef895cd1c806817baa42b,5423,5423
outlier/flood/src/tmp/GenerateVerilog.scala,pass,46f59c02e46e23b333a055e76a056646350f643ee8250bfb3ccc76dfd97ff45d,46f59c02e46e23b333a055e76a056646350f643ee8250bfb3ccc76dfd97ff45d,433,433
outlier/flood/src/tmp/TestUtils.scala.scala,pass,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,1,1
outlier/flood/src/tmp/cluster/ClusterTest.scala,pass,97e165e664adad0cbb38bb0516ae3d6ed415f08118a28e8a090ad558e6a03002,97e165e664adad0cbb38bb0516ae3d6ed415f08118a28e8a090ad558e6a03002,22885,22885
outlier/flood/src/tmp/cluster/SystolicOutputTest.scala,pass,464c17243bd0163f9591528cb381e9a1e5227814b2541aa99bfeb08589b2e33d,464c17243bd0163f9591528cb381e9a1e5227814b2541aa99bfeb08589b2e33d,6062,6062
outlier/flood/src/tmp/core/MACArrayWithQuantization.scala,pass,cee4419fb8629c5c0885bb04f88b38ea2f94a1c92c49431d569c3d9ed57e1c51,cee4419fb8629c5c0885bb04f88b38ea2f94a1c92c49431d569c3d9ed57e1c51,11725,11725
outlier/flood/src/tmp/core/MACTreeRefine.scala,pass,1033248cf85f1b29d798939da229b0295a62d9b45d441074b3cb451b0569df95,1033248cf85f1b29d798939da229b0295a62d9b45d441074b3cb451b0569df95,14162,14162
outlier/flood/src/tmp/core/MACTreeTest.scala,pass,2a937c74f1257c1d8b9b1a637badb535b16a63017054b86826e3b0f4818fde48,2a937c74f1257c1d8b9b1a637badb535b16a63017054b86826e3b0f4818fde48,10658,10658
outlier/flood/src/tmp/core/QuantizationUnitDebugTest.scala,pass,0a2690e3a530a41a300177c7d804a839c932af043f3a2f74ad2f5d875dfc5b68,0a2690e3a530a41a300177c7d804a839c932af043f3a2f74ad2f5d875dfc5b68,5734,5734
outlier/flood/src/tmp/core/QuantizationUnitSimpleDebugTest.scala,pass,d582d363d7908df12476847dc66d46f67cf416656870e99d5c925f835689ff91,d582d363d7908df12476847dc66d46f67cf416656870e99d5c925f835689ff91,3669,3669
outlier/flood/src/tmp/core/QuantizationUnitTest.scala,pass,e066a76901b2d50ba678ce17cdbb622c83ce60cb9eb42a82540c0e21fba31d04,e066a76901b2d50ba678ce17cdbb622c83ce60cb9eb42a82540c0e21fba31d04,10375,10375
outlier/flood/src/tmp/core/TileTest.scala,pass,e80cd6bd6ac181e6937da4c77b3ae129517b654a0d498525043ef81c1618bc38,e80cd6bd6ac181e6937da4c77b3ae129517b654a0d498525043ef81c1618bc38,24600,24600
outlier/flood/src/tmp/machine/FSMTest.scala,pass,f41573945a0c393a7ebb8b1e208bc4c6692483bbd603c3cc8e0d55a001029d95,f41573945a0c393a7ebb8b1e208bc4c6692483bbd603c3cc8e0d55a001029d95,7335,7335
outlier/flood/src/tmp/machine/MacMachineTest.scala,pass,671a68dc324277166e41d274edbbac63ecaaa25a6ee113686383b5801b5dafed,671a68dc324277166e41d274edbbac63ecaaa25a6ee113686383b5801b5dafed,30142,30142
outlier/flood/src/tmp/machine/MultipleDetectorTest.scala,pass,0b4b5fac413727e3d283439cfbf00b1f30543bf14f52546e6f9a9204ee6810e9,0b4b5fac413727e3d283439cfbf00b1f30543bf14f52546e6f9a9204ee6810e9,9214,9214
outlier/flood/src/tmp/machine/OutRouterTest.scala,pass,12f1920d6f5ccd3b0fcec7fc42f212d4c793b2271d888de386e05ac36a741577,12f1920d6f5ccd3b0fcec7fc42f212d4c793b2271d888de386e05ac36a741577,6108,6108
outlier/flood/src/tmp/sram/OutputBufferTest.scala,pass,c654abf6cd95910d578f8672b40014870276342df627b32980db3afddbda564f,c654abf6cd95910d578f8672b40014870276342df627b32980db3afddbda564f,9493,9493
outlier/flood/src/tmp/sram/TransSram3DTest.scala,pass,c96aeb4aa2b0c97765c27691b45bb7d572c4eb7d048ef310de3b417f66ef0478,c96aeb4aa2b0c97765c27691b45bb7d572c4eb7d048ef310de3b417f66ef0478,16722,16722
outlier/flood/src/tmp/sram/pingpongBufferTest.scala,pass,447bd68fbcaf2c9e330b85c14013e3a290f24f620db9a9a9f6d2ea7cd503e646,447bd68fbcaf2c9e330b85c14013e3a290f24f620db9a9a9f6d2ea7cd503e646,5688,5688
outlier/flood/src/tmp/sram/vectorTest.scala,pass,95c846bbe580c07f27b0bdb5b6b01350c493a8536ede342cc6b775dddf9c8e07,95c846bbe580c07f27b0bdb5b6b01350c493a8536ede342cc6b775dddf9c8e07,5708,5708
zero-skip/flood/src/main/scala/Machine/FSM.scala,pass,687c22642709060d1d7e42b83cf21ae329ac4498b8deca5206d905b8638bc166,687c22642709060d1d7e42b83cf21ae329ac4498b8deca5206d905b8638bc166,19350,19350
zero-skip/flood/src/main/scala/Machine/FSMDualMode.scala,pass,d24b069d92aba777ad632037ff3b41c9006c3ee7fd0704f7a04e13599e807ed8,d24b069d92aba777ad632037ff3b41c9006c3ee7fd0704f7a04e13599e807ed8,25410,25410
zero-skip/flood/src/main/scala/Machine/MacMachine.scala,pass,4e0ee1dedfcbafa4f73016720badcc85c3fc80c5ea5171ed519f03bbeadb012c,4e0ee1dedfcbafa4f73016720badcc85c3fc80c5ea5171ed519f03bbeadb012c,8878,8878
zero-skip/flood/src/main/scala/Machine/MacMachineWrapper.scala,pass,23a0e188ceebcd1e46400b0f83c343241a7a0256b01fac380a76875845f6c178,23a0e188ceebcd1e46400b0f83c343241a7a0256b01fac380a76875845f6c178,9171,9171
zero-skip/flood/src/main/scala/Machine/MultipleDetector.scala,pass,05622a4895c82d4c96f28d1af207ebb6314f34f809d6233dd172f7a4fc1b1b20,05622a4895c82d4c96f28d1af207ebb6314f34f809d6233dd172f7a4fc1b1b20,2601,2601
zero-skip/flood/src/main/scala/Machine/OutRouter.scala,pass,f5ba6dc69c23c3a5352a1cb405421464677d59d72f1004fc9ebc60f68130bd7a,f5ba6dc69c23c3a5352a1cb405421464677d59d72f1004fc9ebc60f68130bd7a,11606,11606
zero-skip/flood/src/main/scala/Machine/OutRouterPlane.scala,pass,362defd39d06b5ab508e825ed0fa9a2902a4e794473e014826efa2c427228e28,362defd39d06b5ab508e825ed0fa9a2902a4e794473e014826efa2c427228e28,22487,22487
zero-skip/flood/src/main/scala/Machine/OutRouterPlanePost.scala,pass,6139e3712f644486b07131b45807501d39682d8641ada134ccfda1438f7d162c,6139e3712f644486b07131b45807501d39682d8641ada134ccfda1438f7d162c,49204,49204
zero-skip/flood/src/main/scala/core/CIMcore.scala,pass,a602cb9c3e4629ec6602c99c37cbe3e310bac56378dcd2e39e5577981d27a0b5,a602cb9c3e4629ec6602c99c37cbe3e310bac56378dcd2e39e5577981d27a0b5,32757,32757
zero-skip/flood/src/main/scala/core/Config.scala,pass,d30f52789685a865c8d11c31f9d3182e72a3467227de3880be0445ffbfc20215,d30f52789685a865c8d11c31f9d3182e72a3467227de3880be0445ffbfc20215,10125,10125
zero-skip/flood/src/main/scala/core/Tile.scala,pass,0a35dff5d9c308c961e5accac28e49a7f15cf837783ccf09fde6adc4b9f8cc4b,0a35dff5d9c308c961e5accac28e49a7f15cf837783ccf09fde6adc4b9f8cc4b,30484,30484
zero-skip/flood/src/main/scala/core/postConfig.scala,pass,68a276208016d41d7a08b0b624d2066889c2126db1cbf4fb50c5af908bbdb3ac,68a276208016d41d7a08b0b624d2066889c2126db1cbf4fb50c5af908bbdb3ac,14759,14759
