workload_id,operator,source_stage,shape_args,pytorchsim_cycles,flood_mac_cycles,flood_system_cycles,mac_speedup_vs_pytorchsim,system_speedup_vs_pytorchsim,latency_us_330mhz,system_latency_us_330mhz,confidence_grade,value_check_status,paper_use_policy,paper_use_reason,model_scope
softmax_vec_32,softmax,softmax_smoke,32,100.0,30,,3.333333,,0.090909,,C_softmax_standalone_chisel_projection,missing_evidence,appendix_projection_only,calibrated projection without exact direct RTL-clean workload evidence,Standalone FLOOD SoftmaxModule timing projection; not integrated full-chip RTL-clean evidence
softmax_vec_128,softmax,softmax_smoke,128,200.0,45,,4.444444,,0.136364,,C_softmax_standalone_chisel_projection,missing_evidence,appendix_projection_only,calibrated projection without exact direct RTL-clean workload evidence,Standalone FLOOD SoftmaxModule timing projection; not integrated full-chip RTL-clean evidence
softmax_attn_4x64,softmax,softmax_smoke,4 64,300.0,140,,2.142857,,0.424242,,C_softmax_standalone_chisel_projection,missing_evidence,appendix_projection_only,calibrated projection without exact direct RTL-clean workload evidence,Standalone FLOOD SoftmaxModule timing projection; not integrated full-chip RTL-clean evidence
softmax_invalid_33,softmax,softmax_smoke,33,100.0,,,,,,,D_softmax_invalid_dimension,missing_evidence,exclude_from_paper_tables,sim_status=unsupported_softmax_dim,Standalone FLOOD SoftmaxModule timing projection; not integrated full-chip RTL-clean evidence
