dataset,id,workload,stage,operator,shape_args,scenario,pytorchsim_cycles,pytorchsim_latency_us,peak_scale_vs_current_rtl,note,compute_cycles,weight_load_cycles,activation_load_cycles,output_store_cycles,metadata_cycles,outlier_cycles,shift_add_cycles,noc_reduce_cycles,tile_output_transfer_cycles,output_arbiter_cycles,joint_sram_cycles,total_cycles,flood_cycles,flood_latency_us,speedup_vs_pytorchsim,compute_utilization
synthetic_unet_trace,trace_conv_019,Synthetic_UNet2DCondition_trace,up_blocks.1.resnets.0.conv1,conv,1 32 32 128 64 3 1 1,equal_peak_dense,8001.0,8.511702127659575,8.0,equal peak MAC/cycle normalization only,2304.0,288.0,4608.0,128.0,0.0,0.0,32.0,8.0,32.0,512.0,32.0,5352.0,5352.0,5.693617,1.494955,1.0
synthetic_unet_trace,trace_conv_019,Synthetic_UNet2DCondition_trace,up_blocks.1.resnets.0.conv1,conv,1 32 32 128 64 3 1 1,flood_conservative,8001.0,8.511702127659575,8.0,equal peak + conservative FLOOD dataflow/sparsity assumptions,2073.6,244.8,3916.8,108.8,117.504,78.336,32.0,8.0,27.2,435.2,27.2,4761.04,4761.04,5.064936,1.680515,1.0
synthetic_unet_trace,trace_conv_019,Synthetic_UNet2DCondition_trace,up_blocks.1.resnets.0.conv1,conv,1 32 32 128 64 3 1 1,flood_main,8001.0,8.511702127659575,8.0,equal peak + main FLOOD paper-level assumptions,1728.0,216.0,3456.0,96.0,138.24,69.12,32.0,8.0,24.0,384.0,24.0,4241.36,4241.36,4.512085,1.886423,1.0
synthetic_unet_trace,trace_conv_019,Synthetic_UNet2DCondition_trace,up_blocks.1.resnets.0.conv1,conv,1 32 32 128 64 3 1 1,flood_aggressive,8001.0,8.511702127659575,8.0,equal peak + aggressive sensitivity assumptions,1382.4,187.2,2995.2,83.2,149.76,89.856,32.0,8.0,20.8,332.8,20.8,3744.416,3744.416,3.983421,2.136782,1.0
synthetic_unet_trace,trace_conv_020,Synthetic_UNet2DCondition_trace,up_blocks.1.resnets.0.conv_shortcut,conv,1 32 32 128 64 1 1 0,current_rtl,2206.0,2.3468085106382977,8.0,current visible FLOOD RTL scale,2048.0,256.0,4096.0,1024.0,0.0,0.0,0.0,64.0,128.0,2048.0,0.0,7394.0,7394.0,7.865957,0.29835,1.0
synthetic_unet_trace,trace_conv_020,Synthetic_UNet2DCondition_trace,up_blocks.1.resnets.0.conv_shortcut,conv,1 32 32 128 64 1 1 0,equal_peak_dense,2206.0,2.3468085106382977,8.0,equal peak MAC/cycle normalization only,256.0,32.0,512.0,128.0,0.0,0.0,0.0,8.0,16.0,256.0,0.0,920.0,920.0,0.978723,2.397826,1.0
synthetic_unet_trace,trace_conv_020,Synthetic_UNet2DCondition_trace,up_blocks.1.resnets.0.conv_shortcut,conv,1 32 32 128 64 1 1 0,flood_conservative,2206.0,2.3468085106382977,8.0,equal peak + conservative FLOOD dataflow/sparsity assumptions,230.4,27.2,435.2,108.8,13.056,8.704,0.0,8.0,13.6,217.6,0.0,814.96,814.96,0.866979,2.706881,1.0
synthetic_unet_trace,trace_conv_020,Synthetic_UNet2DCondition_trace,up_blocks.1.resnets.0.conv_shortcut,conv,1 32 32 128 64 1 1 0,flood_main,2206.0,2.3468085106382977,8.0,equal peak + main FLOOD paper-level assumptions,192.0,24.0,384.0,96.0,15.36,7.68,0.0,8.0,12.0,192.0,0.0,725.04,725.04,0.771319,3.042591,1.0
synthetic_unet_trace,trace_conv_020,Synthetic_UNet2DCondition_trace,up_blocks.1.resnets.0.conv_shortcut,conv,1 32 32 128 64 1 1 0,flood_aggressive,2206.0,2.3468085106382977,8.0,equal peak + aggressive sensitivity assumptions,153.6,20.8,332.8,83.2,16.64,9.984,0.0,8.0,10.4,166.4,0.0,639.424,639.424,0.680238,3.44998,1.0
synthetic_unet_trace,trace_conv_021,Synthetic_UNet2DCondition_trace,conv_out,conv,1 32 32 64 4 3 1 1,current_rtl,6246.0,6.64468085106383,8.0,current visible FLOOD RTL scale,4608.0,72.0,18432.0,64.0,0.0,0.0,128.0,0.0,128.0,2048.0,128.0,20961.0,20961.0,22.298936,0.297982,0.125
synthetic_unet_trace,trace_conv_021,Synthetic_UNet2DCondition_trace,conv_out,conv,1 32 32 64 4 3 1 1,equal_peak_dense,6246.0,6.64468085106383,8.0,equal peak MAC/cycle normalization only,576.0,9.0,2304.0,8.0,0.0,0.0,16.0,0.0,16.0,256.0,16.0,2616.0,2616.0,2.782979,2.387615,0.125
synthetic_unet_trace,trace_conv_021,Synthetic_UNet2DCondition_trace,conv_out,conv,1 32 32 64 4 3 1 1,flood_conservative,6246.0,6.64468085106383,8.0,equal peak + conservative FLOOD dataflow/sparsity assumptions,518.4,7.65,1958.4,6.8,58.752,39.168,16.0,0.0,13.6,217.6,13.6,2333.92,2333.92,2.482894,2.676184,0.125
synthetic_unet_trace,trace_conv_021,Synthetic_UNet2DCondition_trace,conv_out,conv,1 32 32 64 4 3 1 1,flood_main,6246.0,6.64468085106383,8.0,equal peak + main FLOOD paper-level assumptions,432.0,6.75,1728.0,6.0,69.12,34.56,16.0,0.0,12.0,192.0,12.0,2079.68,2079.68,2.212426,3.003347,0.125
synthetic_unet_trace,trace_conv_021,Synthetic_UNet2DCondition_trace,conv_out,conv,1 32 32 64 4 3 1 1,flood_aggressive,6246.0,6.64468085106383,8.0,equal peak + aggressive sensitivity assumptions,345.6,5.85,1497.6,5.2,74.88,44.928,16.0,0.0,10.4,166.4,10.4,1837.808,1837.808,1.955115,3.398614,0.125
