workload_id,source_file,confidence_grade,paper_use_policy,rows,value_check_status
synthetic_unet_trace,paper_tables/fig3_evidence_gate.csv,C_projection_large_k3_extent_unvalidated,appendix_projection_only,20,missing_evidence
synthetic_unet_trace,paper_tables/fig3_evidence_gate.csv,C_projection_small_extent_not_directly_run,appendix_projection_only,25,missing_evidence
synthetic_unet_trace,paper_tables/fig3_evidence_gate.csv,D_observed_large_spatial_x_boundary,exclude_from_main_performance_tables,20,missing_evidence
synthetic_unet_trace,paper_tables/fig3_evidence_gate.csv,D_observed_multicin_spatial_x_boundary,exclude_from_main_performance_tables,7,missing_evidence
synthetic_unet_trace,paper_tables/fig3_evidence_gate.csv,TOTAL,all_rows,72,missing_evidence
softmax_smoke,paper_tables/fig3_evidence_gate.csv,C_softmax_standalone_chisel_projection,appendix_projection_only,3,missing_evidence
softmax_smoke,paper_tables/fig3_evidence_gate.csv,D_softmax_invalid_dimension,exclude_from_paper_tables,1,missing_evidence
softmax_smoke,paper_tables/fig3_evidence_gate.csv,TOTAL,all_rows,4,missing_evidence
