mechanism,file_status,category,relative_path,source_path,base_path,bytes,keyword_hits,sim_hook,paper_use_policy
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_matrix/src/DW_axi_multibusmux.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_matrix\src\DW_axi_multibusmux.v,FLOOD\rtl\e203\subsys\bus\axi_matrix\src\DW_axi_multibusmux.v,4738,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_matrix/src/DW_axi_qos_controller.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_matrix\src\DW_axi_qos_controller.v,FLOOD\rtl\e203\subsys\bus\axi_matrix\src\DW_axi_qos_controller.v,6436,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_matrix/src/DW_axi_qos_regfile.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_matrix\src\DW_axi_qos_regfile.v,FLOOD\rtl\e203\subsys\bus\axi_matrix\src\DW_axi_qos_regfile.v,23177,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_matrix/src/DW_axi_qos_req_filter.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_matrix\src\DW_axi_qos_req_filter.v,FLOOD\rtl\e203\subsys\bus\axi_matrix\src\DW_axi_qos_req_filter.v,7231,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_matrix/src/DW_axi_qos_token_generator.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_matrix\src\DW_axi_qos_token_generator.v,FLOOD\rtl\e203\subsys\bus\axi_matrix\src\DW_axi_qos_token_generator.v,13286,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_matrix/src/DW_axi_sp.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_matrix\src\DW_axi_sp.v,FLOOD\rtl\e203\subsys\bus\axi_matrix\src\DW_axi_sp.v,49288,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_matrix/src/DW_axi_sp_addrch.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_matrix\src\DW_axi_sp_addrch.v,FLOOD\rtl\e203\subsys\bus\axi_matrix\src\DW_axi_sp_addrch.v,65092,zero,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_matrix/src/DW_axi_sp_addrch_tx_cnt.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_matrix\src\DW_axi_sp_addrch_tx_cnt.v,FLOOD\rtl\e203\subsys\bus\axi_matrix\src\DW_axi_sp_addrch_tx_cnt.v,2908,zero,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_matrix/src/DW_axi_sp_drespch.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_matrix\src\DW_axi_sp_drespch.v,FLOOD\rtl\e203\subsys\bus\axi_matrix\src\DW_axi_sp_drespch.v,16396,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_matrix/src/DW_axi_sp_lockarb.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_matrix\src\DW_axi_sp_lockarb.v,FLOOD\rtl\e203\subsys\bus\axi_matrix\src\DW_axi_sp_lockarb.v,44274,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_matrix/src/DW_axi_sp_shrd.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_matrix\src\DW_axi_sp_shrd.v,FLOOD\rtl\e203\subsys\bus\axi_matrix\src\DW_axi_sp_shrd.v,14529,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_matrix/src/DW_axi_sp_shrd_wrorder.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_matrix\src\DW_axi_sp_shrd_wrorder.v,FLOOD\rtl\e203\subsys\bus\axi_matrix\src\DW_axi_sp_shrd_wrorder.v,22240,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_matrix/src/DW_axi_sp_wdatach.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_matrix\src\DW_axi_sp_wdatach.v,FLOOD\rtl\e203\subsys\bus\axi_matrix\src\DW_axi_sp_wdatach.v,65666,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_matrix/src/DW_axi_sp_wrorder.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_matrix\src\DW_axi_sp_wrorder.v,FLOOD\rtl\e203\subsys\bus\axi_matrix\src\DW_axi_sp_wrorder.v,36311,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_matrix/src/DW_axi_systolcl.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_matrix\src\DW_axi_systolcl.v,FLOOD\rtl\e203\subsys\bus\axi_matrix\src\DW_axi_systolcl.v,19909,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x-undef.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x-undef.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x-undef.v,12931,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x.v,27897,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_addr_alen.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_addr_alen.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_addr_alen.v,23086,precision;zero,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_all_includes.vh,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_all_includes.vh,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_all_includes.vh,1514,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_bcm05.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_bcm05.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_bcm05.v,17183,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_bcm06.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_bcm06.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_bcm06.v,10316,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_bcm07.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_bcm07.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_bcm07.v,11854,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_bcm21.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_bcm21.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_bcm21.v,26726,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_bcm51.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_bcm51.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_bcm51.v,6439,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_bcm57.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_bcm57.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_bcm57.v,4638,zero,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_bcm58.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_bcm58.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_bcm58.v,9553,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_bcm65.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_bcm65.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_bcm65.v,4069,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_bcm66.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_bcm66.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_bcm66.v,7381,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_bcm99.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_bcm99.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_bcm99.v,9714,zero,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_bcm_params.vh,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_bcm_params.vh,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_bcm_params.vh,4060,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_busdemux.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_busdemux.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_busdemux.v,3443,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_busmux_ohsel.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_busmux_ohsel.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_busmux_ohsel.v,3567,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_cc_constants.vh,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_cc_constants.vh,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_cc_constants.vh,41007,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_constants.vh,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_constants.vh,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_constants.vh,6505,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_et.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_et.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_et.v,11107,zero,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_fifo_s1_sf.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_fifo_s1_sf.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_fifo_s1_sf.v,5318,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_mp.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_mp.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_mp.v,8449,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_mp_a.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_mp_a.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_mp_a.v,3630,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_mp_rb.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_mp_rb.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_mp_rb.v,2466,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_mp_w.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_mp_w.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_mp_w.v,2465,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_mp_wfc.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_mp_wfc.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_mp_wfc.v,10239,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_r_dopack.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_r_dopack.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_r_dopack.v,24987,zero,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_r_packer.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_r_packer.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_r_packer.v,9156,zero,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_r_pusher.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_r_pusher.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_r_pusher.v,9324,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_rs.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_rs.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_rs.v,38136,zero,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_sd_fifo.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_sd_fifo.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_sd_fifo.v,4895,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_sp.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_sp.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_sp.v,15493,zero,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_sp_a.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_sp_a.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_sp_a.v,13870,zero,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_sp_b.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_sp_b.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_sp_b.v,40049,zero,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_sp_b_rsfifos.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_sp_b_rsfifos.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_sp_b_rsfifos.v,5632,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_sp_r.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_sp_r.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_sp_r.v,9581,zero,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_sp_r_rsfifos.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_sp_r_rsfifos.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_sp_r_rsfifos.v,5939,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_sp_w.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_sp_w.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_sp_w.v,59888,zero,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_sp_w_top.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_sp_w_top.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_sp_w_top.v,6559,zero,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_sp_wfc.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_sp_wfc.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_sp_wfc.v,4537,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_ue.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_ue.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_ue.v,4211,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_w_ch_fifos.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_w_ch_fifos.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_w_ch_fifos.v,6941,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/axi_x2x/src/DW_axi_x2x_xact_ctrl.v,channel group sparisy\flood\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_xact_ctrl.v,FLOOD\rtl\e203\subsys\bus\axi_x2x\src\DW_axi_x2x_xact_ctrl.v,7670,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/bus/top/bus_top.v,channel group sparisy\flood\rtl\e203\subsys\bus\top\bus_top.v,FLOOD\rtl\e203\subsys\bus\top\bus_top.v,23610,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/design_apb_interconnect.v,channel group sparisy\flood\rtl\e203\subsys\design_apb_interconnect.v,FLOOD\rtl\e203\subsys\design_apb_interconnect.v,2608,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/design_apb_mux.v,channel group sparisy\flood\rtl\e203\subsys\design_apb_mux.v,FLOOD\rtl\e203\subsys\design_apb_mux.v,3326,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/dma/apb2reg_if.v,channel group sparisy\flood\rtl\e203\subsys\dma\apb2reg_if.v,FLOOD\rtl\e203\subsys\dma\apb2reg_if.v,862,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/dma/dam_fsm.v,channel group sparisy\flood\rtl\e203\subsys\dma\dam_fsm.v,FLOOD\rtl\e203\subsys\dma\dam_fsm.v,8856,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/dma/dma_axi2fifo.v,channel group sparisy\flood\rtl\e203\subsys\dma\dma_axi2fifo.v,FLOOD\rtl\e203\subsys\dma\dma_axi2fifo.v,12444,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/dma/dma_core.v,channel group sparisy\flood\rtl\e203\subsys\dma\dma_core.v,FLOOD\rtl\e203\subsys\dma\dma_core.v,13629,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/dma/dma_csr.v,channel group sparisy\flood\rtl\e203\subsys\dma\dma_csr.v,FLOOD\rtl\e203\subsys\dma\dma_csr.v,2999,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/dma/dma_fifo.v,channel group sparisy\flood\rtl\e203\subsys\dma\dma_fifo.v,FLOOD\rtl\e203\subsys\dma\dma_fifo.v,2409,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/dma/dma_pseudo_code.txt,channel group sparisy\flood\rtl\e203\subsys\dma\dma_pseudo_code.txt,FLOOD\rtl\e203\subsys\dma\dma_pseudo_code.txt,1244,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/dma/dma_reg.v,channel group sparisy\flood\rtl\e203\subsys\dma\dma_reg.v,FLOOD\rtl\e203\subsys\dma\dma_reg.v,15321,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/dma/dma_slice.v,channel group sparisy\flood\rtl\e203\subsys\dma\dma_slice.v,FLOOD\rtl\e203\subsys\dma\dma_slice.v,10798,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/dma/dma_top.v,channel group sparisy\flood\rtl\e203\subsys\dma\dma_top.v,FLOOD\rtl\e203\subsys\dma\dma_top.v,9334,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/e203_bram_128k.v,channel group sparisy\flood\rtl\e203\subsys\e203_bram_128k.v,FLOOD\rtl\e203\subsys\e203_bram_128k.v,4451,zero,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/e203_bram_1m.v,channel group sparisy\flood\rtl\e203\subsys\e203_bram_1m.v,FLOOD\rtl\e203\subsys\e203_bram_1m.v,2758,zero,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
channel_group_sparsity,modified,rtl,rtl/e203/subsys/e203_bram_8k.v,channel group sparisy\flood\rtl\e203\subsys\e203_bram_8k.v,FLOOD\rtl\e203\subsys\e203_bram_8k.v,1817,,channel-group bitmap density and group-skip scheduling,requires_bitmap_decode_and_group_skip_validation
