workload_id,spatial_idx,cin_idx,phase,start_cycle,duration_cycles,end_cycle_exclusive,rule
softmax_vec_32,0,0,softmax_vector_run,0,30,30,softmax_standalone_chisel_5n_plus_25_v1
softmax_vec_128,0,0,softmax_vector_run,0,45,45,softmax_standalone_chisel_5n_plus_25_v1
softmax_attn_4x64,0,0,softmax_vector_run,0,35,35,softmax_standalone_chisel_5n_plus_25_v1
softmax_attn_4x64,1,0,softmax_vector_run,35,35,70,softmax_standalone_chisel_5n_plus_25_v1
softmax_attn_4x64,2,0,softmax_vector_run,70,35,105,softmax_standalone_chisel_5n_plus_25_v1
softmax_attn_4x64,3,0,softmax_vector_run,105,35,140,softmax_standalone_chisel_5n_plus_25_v1
