workload_id,cycle,spatial_idx,cin_idx,phase,rule
person2_sd_unet_gemm_003,301,0,5,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,302,0,5,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,303,0,5,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,304,0,5,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,305,0,5,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,306,0,5,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,307,0,5,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,308,0,5,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,309,0,5,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,310,0,5,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,311,0,5,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,312,0,5,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,313,0,5,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,314,0,5,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,315,0,5,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,316,0,5,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,317,0,5,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,318,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,319,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,320,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,321,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,322,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,323,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,324,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,325,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,326,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,327,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,328,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,329,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,330,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,331,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,332,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,333,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,334,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,335,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,336,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,337,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,338,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,339,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,340,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,341,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,342,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,343,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,344,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,345,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,346,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,347,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,348,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,349,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,350,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,351,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,352,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,353,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,354,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,355,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,356,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,357,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,358,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,359,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,360,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,361,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,362,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,363,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,364,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,365,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,366,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,367,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,368,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,369,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,370,0,6,middle_cin_accumulate,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,371,0,7,final_cin_output_store,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,372,0,7,final_cin_output_store,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,373,0,7,final_cin_output_store,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,374,0,7,final_cin_output_store,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,375,0,7,final_cin_output_store,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,376,0,7,final_cin_output_store,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,377,0,7,final_cin_output_store,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,378,0,7,final_cin_output_store,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,379,0,7,final_cin_output_store,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,380,0,7,final_cin_output_store,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,381,0,7,final_cin_output_store,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,382,0,7,final_cin_output_store,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,383,0,7,final_cin_output_store,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,384,0,7,final_cin_output_store,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,385,0,7,final_cin_output_store,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,386,0,7,final_cin_output_store,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,387,0,7,final_cin_output_store,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,388,0,7,final_cin_output_store,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,389,0,7,final_cin_output_store,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,390,0,7,final_cin_output_store,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,391,0,7,final_cin_output_store,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,392,0,7,final_cin_output_store,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,393,0,7,final_cin_output_store,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,394,0,7,final_cin_output_store,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,395,0,7,final_cin_output_store,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,396,0,7,final_cin_output_store,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,397,0,7,final_cin_output_store,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,398,0,7,final_cin_output_store,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,399,0,7,final_cin_output_store,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,400,0,7,final_cin_output_store,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,401,0,7,final_cin_output_store,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,402,0,7,final_cin_output_store,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,403,0,7,final_cin_output_store,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,404,0,7,final_cin_output_store,k1_group16_spatial_reuse_v8
