workload_id,spatial_idx,cin_idx,phase,start_cycle,duration_cycles,end_cycle_exclusive,rule
person2_sd_unet_gemm_001,0,0,first_spatial_first_cin_startup,0,167,167,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_001,0,1,final_cin_output_store,167,56,223,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_002,0,0,first_spatial_first_cin_startup,0,167,167,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_002,0,1,middle_cin_accumulate,167,53,220,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_002,0,2,middle_cin_accumulate,220,53,273,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_002,0,3,middle_cin_accumulate,273,53,326,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_002,0,4,middle_cin_accumulate,326,53,379,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_002,0,5,middle_cin_accumulate,379,53,432,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_002,0,6,middle_cin_accumulate,432,53,485,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_002,0,7,final_cin_output_store,485,56,541,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,0,0,first_spatial_first_cin_startup,0,53,53,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,0,1,middle_cin_accumulate,53,53,106,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,0,2,middle_cin_accumulate,106,53,159,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,0,3,middle_cin_accumulate,159,53,212,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,0,4,middle_cin_accumulate,212,53,265,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,0,5,middle_cin_accumulate,265,53,318,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,0,6,middle_cin_accumulate,318,53,371,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_003,0,7,final_cin_output_store,371,56,427,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,0,0,first_spatial_first_cin_startup,0,53,53,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,0,1,final_cin_output_store,53,56,109,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,1,0,middle_cin_accumulate,109,53,162,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,1,1,final_cin_output_store,162,56,218,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,2,0,middle_cin_accumulate,218,53,271,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,2,1,final_cin_output_store,271,56,327,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,3,0,middle_cin_accumulate,327,53,380,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,3,1,final_cin_output_store,380,56,436,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,4,0,middle_cin_accumulate,436,53,489,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,4,1,final_cin_output_store,489,56,545,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,5,0,middle_cin_accumulate,545,53,598,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,5,1,final_cin_output_store,598,56,654,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,6,0,middle_cin_accumulate,654,53,707,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,6,1,final_cin_output_store,707,56,763,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,7,0,middle_cin_accumulate,763,53,816,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,7,1,final_cin_output_store,816,56,872,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,8,0,middle_cin_accumulate,872,53,925,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,8,1,final_cin_output_store,925,56,981,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,9,0,middle_cin_accumulate,981,53,1034,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,9,1,final_cin_output_store,1034,56,1090,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,10,0,middle_cin_accumulate,1090,53,1143,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,10,1,final_cin_output_store,1143,56,1199,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,11,0,middle_cin_accumulate,1199,53,1252,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,11,1,final_cin_output_store,1252,56,1308,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,12,0,middle_cin_accumulate,1308,53,1361,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,12,1,final_cin_output_store,1361,56,1417,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,13,0,middle_cin_accumulate,1417,53,1470,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,13,1,final_cin_output_store,1470,56,1526,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,14,0,middle_cin_accumulate,1526,53,1579,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,14,1,final_cin_output_store,1579,56,1635,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,15,0,middle_cin_accumulate,1635,53,1688,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,15,1,final_cin_output_store,1688,56,1744,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,16,0,middle_cin_accumulate,1744,53,1797,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,16,1,final_cin_output_store,1797,56,1853,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,17,0,middle_cin_accumulate,1853,53,1906,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,17,1,final_cin_output_store,1906,56,1962,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,18,0,middle_cin_accumulate,1962,53,2015,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,18,1,final_cin_output_store,2015,56,2071,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,19,0,middle_cin_accumulate,2071,53,2124,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,19,1,final_cin_output_store,2124,56,2180,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,20,0,middle_cin_accumulate,2180,53,2233,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,20,1,final_cin_output_store,2233,56,2289,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,21,0,middle_cin_accumulate,2289,53,2342,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,21,1,final_cin_output_store,2342,56,2398,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,22,0,middle_cin_accumulate,2398,53,2451,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,22,1,final_cin_output_store,2451,56,2507,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,23,0,middle_cin_accumulate,2507,53,2560,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,23,1,final_cin_output_store,2560,56,2616,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,24,0,middle_cin_accumulate,2616,53,2669,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,24,1,final_cin_output_store,2669,56,2725,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,25,0,middle_cin_accumulate,2725,53,2778,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,25,1,final_cin_output_store,2778,56,2834,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,26,0,middle_cin_accumulate,2834,53,2887,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,26,1,final_cin_output_store,2887,56,2943,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,27,0,middle_cin_accumulate,2943,53,2996,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,27,1,final_cin_output_store,2996,56,3052,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,28,0,middle_cin_accumulate,3052,53,3105,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,28,1,final_cin_output_store,3105,56,3161,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,29,0,middle_cin_accumulate,3161,53,3214,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,29,1,final_cin_output_store,3214,56,3270,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,30,0,middle_cin_accumulate,3270,53,3323,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,30,1,final_cin_output_store,3323,56,3379,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,31,0,middle_cin_accumulate,3379,53,3432,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,31,1,final_cin_output_store,3432,56,3488,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,32,0,middle_cin_accumulate,3488,53,3541,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,32,1,final_cin_output_store,3541,56,3597,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,33,0,middle_cin_accumulate,3597,53,3650,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,33,1,final_cin_output_store,3650,56,3706,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,34,0,middle_cin_accumulate,3706,53,3759,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,34,1,final_cin_output_store,3759,56,3815,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,35,0,middle_cin_accumulate,3815,53,3868,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,35,1,final_cin_output_store,3868,56,3924,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,36,0,middle_cin_accumulate,3924,53,3977,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,36,1,final_cin_output_store,3977,56,4033,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,37,0,middle_cin_accumulate,4033,53,4086,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,37,1,final_cin_output_store,4086,56,4142,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,38,0,middle_cin_accumulate,4142,53,4195,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,38,1,final_cin_output_store,4195,56,4251,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,39,0,middle_cin_accumulate,4251,53,4304,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,39,1,final_cin_output_store,4304,56,4360,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,40,0,middle_cin_accumulate,4360,53,4413,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,40,1,final_cin_output_store,4413,56,4469,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,41,0,middle_cin_accumulate,4469,53,4522,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,41,1,final_cin_output_store,4522,56,4578,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,42,0,middle_cin_accumulate,4578,53,4631,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,42,1,final_cin_output_store,4631,56,4687,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,43,0,middle_cin_accumulate,4687,53,4740,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,43,1,final_cin_output_store,4740,56,4796,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,44,0,middle_cin_accumulate,4796,53,4849,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,44,1,final_cin_output_store,4849,56,4905,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,45,0,middle_cin_accumulate,4905,53,4958,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,45,1,final_cin_output_store,4958,56,5014,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,46,0,middle_cin_accumulate,5014,53,5067,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,46,1,final_cin_output_store,5067,56,5123,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,47,0,middle_cin_accumulate,5123,53,5176,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,47,1,final_cin_output_store,5176,56,5232,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,48,0,middle_cin_accumulate,5232,53,5285,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,48,1,final_cin_output_store,5285,56,5341,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,49,0,middle_cin_accumulate,5341,53,5394,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,49,1,final_cin_output_store,5394,56,5450,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,50,0,middle_cin_accumulate,5450,53,5503,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,50,1,final_cin_output_store,5503,56,5559,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,51,0,middle_cin_accumulate,5559,53,5612,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,51,1,final_cin_output_store,5612,56,5668,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,52,0,middle_cin_accumulate,5668,53,5721,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,52,1,final_cin_output_store,5721,56,5777,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,53,0,middle_cin_accumulate,5777,53,5830,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,53,1,final_cin_output_store,5830,56,5886,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,54,0,middle_cin_accumulate,5886,53,5939,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,54,1,final_cin_output_store,5939,56,5995,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,55,0,middle_cin_accumulate,5995,53,6048,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,55,1,final_cin_output_store,6048,56,6104,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,56,0,middle_cin_accumulate,6104,53,6157,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,56,1,final_cin_output_store,6157,56,6213,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,57,0,middle_cin_accumulate,6213,53,6266,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,57,1,final_cin_output_store,6266,56,6322,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,58,0,middle_cin_accumulate,6322,53,6375,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,58,1,final_cin_output_store,6375,56,6431,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,59,0,middle_cin_accumulate,6431,53,6484,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,59,1,final_cin_output_store,6484,56,6540,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,60,0,middle_cin_accumulate,6540,53,6593,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,60,1,final_cin_output_store,6593,56,6649,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,61,0,middle_cin_accumulate,6649,53,6702,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,61,1,final_cin_output_store,6702,56,6758,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,62,0,middle_cin_accumulate,6758,53,6811,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,62,1,final_cin_output_store,6811,56,6867,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,63,0,middle_cin_accumulate,6867,53,6920,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_004,63,1,final_cin_output_store,6920,56,6976,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,0,0,first_spatial_first_cin_startup,0,53,53,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,0,1,final_cin_output_store,53,56,109,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,1,0,middle_cin_accumulate,109,53,162,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,1,1,final_cin_output_store,162,56,218,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,2,0,middle_cin_accumulate,218,53,271,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,2,1,final_cin_output_store,271,56,327,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,3,0,middle_cin_accumulate,327,53,380,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,3,1,final_cin_output_store,380,56,436,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,4,0,middle_cin_accumulate,436,53,489,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,4,1,final_cin_output_store,489,56,545,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,5,0,middle_cin_accumulate,545,53,598,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,5,1,final_cin_output_store,598,56,654,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,6,0,middle_cin_accumulate,654,53,707,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,6,1,final_cin_output_store,707,56,763,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,7,0,middle_cin_accumulate,763,53,816,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,7,1,final_cin_output_store,816,56,872,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,8,0,middle_cin_accumulate,872,53,925,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,8,1,final_cin_output_store,925,56,981,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,9,0,middle_cin_accumulate,981,53,1034,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,9,1,final_cin_output_store,1034,56,1090,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,10,0,middle_cin_accumulate,1090,53,1143,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,10,1,final_cin_output_store,1143,56,1199,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,11,0,middle_cin_accumulate,1199,53,1252,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,11,1,final_cin_output_store,1252,56,1308,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,12,0,middle_cin_accumulate,1308,53,1361,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,12,1,final_cin_output_store,1361,56,1417,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,13,0,middle_cin_accumulate,1417,53,1470,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,13,1,final_cin_output_store,1470,56,1526,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,14,0,middle_cin_accumulate,1526,53,1579,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,14,1,final_cin_output_store,1579,56,1635,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,15,0,middle_cin_accumulate,1635,53,1688,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,15,1,final_cin_output_store,1688,56,1744,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,16,0,middle_cin_accumulate,1744,53,1797,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,16,1,final_cin_output_store,1797,56,1853,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,17,0,middle_cin_accumulate,1853,53,1906,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,17,1,final_cin_output_store,1906,56,1962,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,18,0,middle_cin_accumulate,1962,53,2015,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,18,1,final_cin_output_store,2015,56,2071,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,19,0,middle_cin_accumulate,2071,53,2124,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,19,1,final_cin_output_store,2124,56,2180,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,20,0,middle_cin_accumulate,2180,53,2233,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,20,1,final_cin_output_store,2233,56,2289,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,21,0,middle_cin_accumulate,2289,53,2342,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,21,1,final_cin_output_store,2342,56,2398,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,22,0,middle_cin_accumulate,2398,53,2451,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,22,1,final_cin_output_store,2451,56,2507,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,23,0,middle_cin_accumulate,2507,53,2560,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,23,1,final_cin_output_store,2560,56,2616,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,24,0,middle_cin_accumulate,2616,53,2669,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,24,1,final_cin_output_store,2669,56,2725,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,25,0,middle_cin_accumulate,2725,53,2778,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,25,1,final_cin_output_store,2778,56,2834,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,26,0,middle_cin_accumulate,2834,53,2887,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,26,1,final_cin_output_store,2887,56,2943,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,27,0,middle_cin_accumulate,2943,53,2996,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,27,1,final_cin_output_store,2996,56,3052,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,28,0,middle_cin_accumulate,3052,53,3105,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,28,1,final_cin_output_store,3105,56,3161,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,29,0,middle_cin_accumulate,3161,53,3214,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,29,1,final_cin_output_store,3214,56,3270,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,30,0,middle_cin_accumulate,3270,53,3323,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,30,1,final_cin_output_store,3323,56,3379,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,31,0,middle_cin_accumulate,3379,53,3432,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,31,1,final_cin_output_store,3432,56,3488,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,32,0,middle_cin_accumulate,3488,53,3541,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,32,1,final_cin_output_store,3541,56,3597,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,33,0,middle_cin_accumulate,3597,53,3650,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,33,1,final_cin_output_store,3650,56,3706,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,34,0,middle_cin_accumulate,3706,53,3759,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,34,1,final_cin_output_store,3759,56,3815,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,35,0,middle_cin_accumulate,3815,53,3868,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,35,1,final_cin_output_store,3868,56,3924,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,36,0,middle_cin_accumulate,3924,53,3977,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,36,1,final_cin_output_store,3977,56,4033,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,37,0,middle_cin_accumulate,4033,53,4086,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,37,1,final_cin_output_store,4086,56,4142,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,38,0,middle_cin_accumulate,4142,53,4195,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,38,1,final_cin_output_store,4195,56,4251,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,39,0,middle_cin_accumulate,4251,53,4304,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,39,1,final_cin_output_store,4304,56,4360,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,40,0,middle_cin_accumulate,4360,53,4413,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,40,1,final_cin_output_store,4413,56,4469,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,41,0,middle_cin_accumulate,4469,53,4522,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,41,1,final_cin_output_store,4522,56,4578,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,42,0,middle_cin_accumulate,4578,53,4631,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,42,1,final_cin_output_store,4631,56,4687,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,43,0,middle_cin_accumulate,4687,53,4740,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,43,1,final_cin_output_store,4740,56,4796,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,44,0,middle_cin_accumulate,4796,53,4849,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,44,1,final_cin_output_store,4849,56,4905,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,45,0,middle_cin_accumulate,4905,53,4958,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,45,1,final_cin_output_store,4958,56,5014,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,46,0,middle_cin_accumulate,5014,53,5067,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,46,1,final_cin_output_store,5067,56,5123,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,47,0,middle_cin_accumulate,5123,53,5176,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,47,1,final_cin_output_store,5176,56,5232,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,48,0,middle_cin_accumulate,5232,53,5285,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,48,1,final_cin_output_store,5285,56,5341,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,49,0,middle_cin_accumulate,5341,53,5394,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,49,1,final_cin_output_store,5394,56,5450,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,50,0,middle_cin_accumulate,5450,53,5503,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,50,1,final_cin_output_store,5503,56,5559,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,51,0,middle_cin_accumulate,5559,53,5612,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,51,1,final_cin_output_store,5612,56,5668,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,52,0,middle_cin_accumulate,5668,53,5721,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,52,1,final_cin_output_store,5721,56,5777,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,53,0,middle_cin_accumulate,5777,53,5830,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,53,1,final_cin_output_store,5830,56,5886,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,54,0,middle_cin_accumulate,5886,53,5939,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,54,1,final_cin_output_store,5939,56,5995,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,55,0,middle_cin_accumulate,5995,53,6048,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,55,1,final_cin_output_store,6048,56,6104,k1_group16_spatial_reuse_v8
person2_sd_unet_gemm_005,56,0,middle_cin_accumulate,6104,53,6157,k1_group16_spatial_reuse_v8
